GeoID,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI,GeoName,GeoType
29053,Male,Lung,10yrs,89539,82,83.5,65.8,104.6,77999,78,83.7,65.5,105.4,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Female,Breast,10yrs,81562,175,162.1,137.7,189.8,74964,167,164.5,139.2,193.4,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Prostate,10yrs,89539,108,98.7,80.3,120.3,77999,101,98.1,79.3,120.3,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,CRC,10yrs,171101,92,45.1,36.1,55.8,152963,86,44.7,35.4,55.8,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,CRC,10yrs,81562,49,45.9,33.5,61.8,74964,46,44.4,32,60.4,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,CRC,10yrs,89539,43,42.4,30.2,58,77999,40,43.2,30.4,59.8,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Urinary,10yrs,171101,46,22.4,16.3,30.1,152963,45,23,16.7,31.2,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Urinary,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Urinary,10yrs,89539,33,34.8,23.6,49.6,77999,32,34.9,23.5,50,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Mela,10yrs,171101,40,20.7,14.5,28.6,152963,39,21.9,15.3,30.5,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Mela,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Mela,10yrs,89539,29,30.1,19.7,44,77999,28,31.9,20.7,47.1,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Kidney,10yrs,171101,57,26.3,19.7,34.5,152963,56,27.9,20.8,36.8,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Kidney,10yrs,81562,19,16.8,10,27.1,74964,19,18,10.6,29.1,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Kidney,10yrs,89539,38,37,25.8,51.6,77999,37,39.1,27.1,54.9,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,NHL,10yrs,171101,54,24.7,18.4,32.5,152963,52,25.3,18.7,33.5,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,NHL,10yrs,81562,21,18,11,28.3,74964,20,18,10.9,28.7,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,NHL,10yrs,89539,33,31.7,21.5,45.3,77999,32,32.9,22.2,47.3,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Leuks,10yrs,171101,25,13.9,8.8,20.9,152963,24,14.3,9,21.6,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Leuks,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Leuks,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Pancreas,10yrs,171101,30,14.1,9.4,20.4,152963,28,13.8,9.1,20.3,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Pancreas,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Pancreas,10yrs,89539,19,19.9,11.7,31.7,77999,18,20.2,11.7,32.6,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Female,Uterine,10yrs,81562,41,36.5,25.8,50.5,74964,38,36.6,25.5,51.3,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Both,Oral,10yrs,171101,21,9.3,5.7,14.7,152963,20,9.6,5.7,15.3,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Oral,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Oral,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Thyroid,10yrs,171101,29,16.6,10.9,24.2,152963,29,18.1,11.9,26.3,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Thyroid,10yrs,81562,24,28.4,17.7,43,74964,24,30.4,19,46.1,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Thyroid,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Liver,10yrs,171101,,,,,152963,,,,,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Liver,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Liver,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Myeloma,10yrs,171101,,,,,152963,,,,,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Myeloma,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Myeloma,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Brain,10yrs,171101,,,,,152963,,,,,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Brain,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Brain,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Stomach,10yrs,171101,19,8.4,5,13.4,152963,17,8.1,4.7,13.4,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Stomach,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Stomach,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Esoph,10yrs,171101,,,,,152963,,,,,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Esoph,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Esoph,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Female,Ovary,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Female,Cervix,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Both,Larynx,10yrs,171101,,,,,152963,,,,,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Larynx,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Larynx,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Male,Testis,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,HL,10yrs,171101,,,,,152963,,,,,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,HL,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,HL,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,Meso,10yrs,171101,,,,,152963,,,,,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,Meso,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,Meso,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29053,Both,KS,10yrs,171101,,,,,152963,,,,,12947,,,,,3177,,,,,1185,,,,,829,,,,,Cooper County,County
29053,Female,KS,10yrs,81562,,,,,74964,,,,,3779,,,,,1762,,,,,660,,,,,397,,,,,Cooper County,County
29053,Male,KS,10yrs,89539,,,,,77999,,,,,9168,,,,,1415,,,,,525,,,,,432,,,,,Cooper County,County
29055,Both,AllSite,05yrs,114187,798,504.1,467.7,542.7,109294,788,511.5,474.3,551,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,AllSite,05yrs,56838,408,509.6,458.3,565.4,54389,404,519.2,466.6,576.7,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,AllSite,05yrs,57349,390,509.1,456.4,566.5,54905,384,515.7,461.9,574.4,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Lung,05yrs,114187,172,99.6,84.9,116.5,109294,171,101.1,86.2,118.4,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Lung,05yrs,56838,84,94,74.6,117.7,54389,83,94.6,75,118.7,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Lung,05yrs,57349,88,105.2,83.6,131.3,54905,88,108.2,86,135.1,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Female,Breast,05yrs,56838,110,136.9,110.9,167.6,54389,108,138.6,111.9,170.2,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Prostate,05yrs,57349,57,68.8,51.1,91.3,54905,56,69.9,51.7,93,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,CRC,05yrs,114187,84,55,43.3,69,109294,83,55.4,43.6,69.6,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,CRC,05yrs,56838,42,55.1,39,76.1,54389,42,56.5,40,78.1,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,CRC,05yrs,57349,42,56.1,39.4,77.8,54905,41,55.4,38.8,77.4,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Urinary,05yrs,114187,27,16.4,10.6,24.5,109294,27,16.8,10.9,25.2,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Urinary,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Urinary,05yrs,57349,20,26.3,15.5,42.5,54905,20,27.1,15.9,43.8,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Mela,05yrs,114187,27,17.5,11.3,26.3,109294,27,18.1,11.6,27.2,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Mela,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Mela,05yrs,57349,16,22.6,12.3,38.3,54905,16,23.2,12.7,39.5,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Kidney,05yrs,114187,37,23.3,16,33,109294,37,24,16.5,34.1,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Kidney,05yrs,56838,16,19,10.5,32.5,54389,16,19.5,10.8,33.5,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Kidney,05yrs,57349,21,28.5,16.9,45.6,54905,21,29.5,17.5,47.2,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,NHL,05yrs,114187,25,16.8,10.6,25.6,109294,24,16.3,10.1,25.1,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,NHL,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,NHL,05yrs,57349,18,25.5,14.5,42,54905,17,24.4,13.6,40.9,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Leuks,05yrs,114187,23,15.7,9.7,24.3,109294,22,15.3,9.3,23.9,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Leuks,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Leuks,05yrs,57349,16,22.3,12.3,37.7,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Pancreas,05yrs,114187,29,17.2,11.3,25.5,109294,29,17.7,11.6,26.2,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Pancreas,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Pancreas,05yrs,57349,16,21.5,11.7,36.7,54905,16,22.1,12,37.9,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Female,Uterine,05yrs,56838,27,34.2,21.6,52,54389,26,34.5,21.5,52.9,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Both,Oral,05yrs,114187,31,18.3,12.1,26.8,109294,30,18.2,11.9,26.9,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Oral,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Oral,05yrs,57349,19,23.4,13.7,38.2,54905,18,22.8,13.1,37.8,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Thyroid,05yrs,114187,22,18.1,10.8,28.3,109294,22,18.8,11.3,29.5,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Thyroid,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Thyroid,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Liver,05yrs,114187,17,11.2,6.2,18.7,109294,16,11.1,6.1,18.8,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Liver,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Liver,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Myeloma,05yrs,114187,,,,,109294,,,,,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Myeloma,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Myeloma,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Brain,05yrs,114187,,,,,109294,,,,,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Brain,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Brain,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Stomach,05yrs,114187,,,,,109294,,,,,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Stomach,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Stomach,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Esoph,05yrs,114187,,,,,109294,,,,,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Esoph,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Esoph,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Female,Ovary,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Female,Cervix,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Both,Larynx,05yrs,114187,,,,,109294,,,,,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Larynx,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Larynx,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Male,Testis,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,HL,05yrs,114187,,,,,109294,,,,,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,HL,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,HL,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,Meso,05yrs,114187,,,,,109294,,,,,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,Meso,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,Meso,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,KS,05yrs,114187,,,,,109294,,,,,1167,,,,,2548,,,,,470,,,,,708,,,,,Crawford County,County
29055,Female,KS,05yrs,56838,,,,,54389,,,,,515,,,,,1303,,,,,251,,,,,380,,,,,Crawford County,County
29055,Male,KS,05yrs,57349,,,,,54905,,,,,652,,,,,1245,,,,,219,,,,,328,,,,,Crawford County,County
29055,Both,AllSite,10yrs,233485,1631,522.9,496.6,550.3,224411,1611,529.2,502.4,557.1,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,AllSite,10yrs,116516,813,516.5,479.7,555.4,111973,807,525.3,487.7,565.2,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,AllSite,10yrs,116969,818,542.6,503.9,583.8,112438,804,547.4,507.9,589.3,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Lung,10yrs,233485,347,103.7,92.8,115.7,224411,343,104.7,93.6,116.9,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Lung,10yrs,116516,157,91.1,77.1,107.2,111973,156,92.2,78,108.6,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Lung,10yrs,116969,190,118.6,101.7,137.7,112438,187,119.6,102.4,139.1,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Female,Breast,10yrs,116516,221,139,120.3,160,111973,218,140.1,121.1,161.5,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Prostate,10yrs,116969,124,72.9,60.1,87.9,112438,122,73.8,60.7,89.2,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,CRC,10yrs,233485,173,56.4,47.9,66,224411,172,57.2,48.6,67,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,CRC,10yrs,116516,81,51.7,40.7,65.1,111973,81,52.9,41.6,66.6,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,CRC,10yrs,116969,92,62.6,49.7,78,112438,91,63.2,50.1,78.9,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Urinary,10yrs,233485,57,17.9,13.4,23.5,224411,56,17.9,13.4,23.5,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Urinary,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Urinary,10yrs,116969,43,28.9,20.5,39.7,112438,42,28.8,20.4,39.9,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Mela,10yrs,233485,56,19,14.1,25.1,224411,56,19.5,14.5,25.8,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Mela,10yrs,116516,24,16.4,10.2,25.3,111973,24,17,10.4,26.2,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Mela,10yrs,116969,32,23.4,15.5,33.9,112438,32,24,15.9,34.9,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Kidney,10yrs,233485,80,27.2,21.3,34.4,224411,80,28,21.9,35.4,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Kidney,10yrs,116516,30,20.3,13.4,29.8,111973,30,20.9,13.7,30.7,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Kidney,10yrs,116969,50,35.5,25.8,47.8,112438,50,36.6,26.5,49.3,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,NHL,10yrs,233485,53,17.4,12.9,23.2,224411,52,17.3,12.8,23.2,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,NHL,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,NHL,10yrs,116969,39,28.6,19.8,40,112438,38,28.4,19.5,39.9,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Leuks,10yrs,233485,48,16.4,11.9,22.1,224411,47,16.5,11.9,22.3,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Leuks,10yrs,116516,23,15,9.3,23,111973,23,15.3,9.5,23.6,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Leuks,10yrs,116969,25,17.5,11.1,26.5,112438,24,17.3,10.8,26.4,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Pancreas,10yrs,233485,46,15.1,10.8,20.5,224411,46,15.4,11.1,21,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Pancreas,10yrs,116516,20,11.7,7,18.8,111973,20,12,7.1,19.3,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Pancreas,10yrs,116969,26,19.4,12.2,29.3,112438,26,19.9,12.6,30.1,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Female,Uterine,10yrs,116516,58,37.8,28.2,49.9,111973,56,37.8,28,50.2,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Both,Oral,10yrs,233485,55,16.5,12.3,21.9,224411,54,16.6,12.3,22.1,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Oral,10yrs,116516,16,9.3,5.1,15.8,111973,16,9.5,5.3,16.3,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Oral,10yrs,116969,39,23.8,16.7,33.3,112438,38,23.8,16.6,33.5,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Thyroid,10yrs,233485,47,18.9,13.5,25.6,224411,47,19.6,14,26.6,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Thyroid,10yrs,116516,32,27.5,18.3,39.5,111973,32,28.5,19,41.1,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Thyroid,10yrs,116969,,,,,112438,,,,,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Liver,10yrs,233485,28,9.1,5.9,13.4,224411,27,9,5.8,13.5,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Liver,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Liver,10yrs,116969,19,13.3,7.7,21.6,112438,18,13.2,7.5,21.7,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Myeloma,10yrs,233485,23,7.1,4.4,10.9,224411,22,6.9,4.2,10.8,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Myeloma,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Myeloma,10yrs,116969,,,,,112438,,,,,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Brain,10yrs,233485,21,8.3,5,12.9,224411,21,8.5,5.2,13.3,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Brain,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Brain,10yrs,116969,,,,,112438,,,,,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Stomach,10yrs,233485,17,5.5,3.1,9.1,224411,16,5.4,3,9.1,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Stomach,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Stomach,10yrs,116969,,,,,112438,,,,,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Esoph,10yrs,233485,26,7.5,4.8,11.4,224411,26,7.7,4.9,11.7,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Esoph,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Esoph,10yrs,116969,21,12.6,7.6,20.1,112438,21,13,7.8,20.7,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Female,Ovary,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Female,Cervix,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Both,Larynx,10yrs,233485,18,5.6,3.2,9.2,224411,18,5.7,3.3,9.5,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Larynx,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,Larynx,10yrs,116969,,,,,112438,,,,,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Male,Testis,10yrs,116969,,,,,112438,,,,,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,HL,10yrs,233485,,,,,224411,,,,,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,HL,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
29055,Male,HL,10yrs,116969,,,,,112438,,,,,1129,,,,,2357,,,,,392,,,,,653,,,,,Crawford County,County
29055,Both,Meso,10yrs,233485,,,,,224411,,,,,2004,,,,,4789,,,,,907,,,,,1374,,,,,Crawford County,County
29055,Female,Meso,10yrs,116516,,,,,111973,,,,,875,,,,,2432,,,,,515,,,,,721,,,,,Crawford County,County
